Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio,Elapsed Time (s),Form Power,Leg Spring Stiffness,Power,accumulated_power,activity_type,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,run_score,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,trail_score,vertical_oscillation,vertical_ratio,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_144,unknown_87,Air Power,Cadence,Ground Time,Impact Loading Rate,Stryd Humidity,Stryd Temperature,Vertical Oscillation,unknown_108,elapsed_seconds
1745263343,1.6,0.7333333333333333,0.0,1.568,0,515.32001,0,0.0,0.0,648,118,0.0,629.40002,0,0.0,0,0,0,0.0,288,55,0.0,120,45668,walking,58,515.32,629.4000000000001,1.568,0.5,116,422621021,-984248661,100,39.57805252075195,,,,837.0,34,2025-04-21 19:22:23,0.0,57.5,6.62,1,100.0,20,117,1570,59,116,0.0,0.0,59.0,648.0,0.0,32.0,32.0,0.0,2642.0,288
1745263344,1.6,0.7333333333333333,0.0,1.568,0,516.76001,0,0.0,0.0,648,118,0.0,629.40002,0,0.0,0,0,0,0.0,289,55,0.0,120,45789,walking,58,516.76,629.4000000000001,1.568,0.5,116,422621054,-984248462,100,39.87281036376953,,,,834.0,34,2025-04-21 19:22:24,0.0,57.5,6.71,1,100.0,20,116,1570,59,116,0.0,0.0,59.0,648.0,0.0,32.0,32.0,0.0,2642.0,289
1745263345,1.6,0.7333333333333333,0.0,1.568,0,518.23999,0,0.0,0.0,648,118,0.0,629.40002,0,0.0,0,0,0,0.0,290,55,0.0,120,45908,walking,58,518.24,629.4000000000001,1.568,0.5,117,422621080,-984248263,101,40.14438247680664,,,,829.0,34,2025-04-21 19:22:25,0.0,57.5,6.62,1,100.0,20,116,1570,59,117,0.0,0.0,59.0,648.0,0.0,32.0,32.0,0.0,2588.0,290
1745263346,1.6,0.7333333333333333,0.0,1.558,0,519.66998,0,0.0,0.0,648,118,0.0,629.40002,0,0.0,0,0,0,0.0,291,55,0.0,120,46025,walking,58,519.67,629.4000000000001,1.558,0.5,117,422621093,-984248076,101,40.38199234008789,,,,822.0,34,2025-04-21 19:22:26,0.0,57.5,6.71,1,,20,117,1560,59,117,0.0,0.0,59.0,648.0,0.0,32.0,32.0,0.0,2588.0,291
1745263347,1.6,0.7333333333333333,0.0,1.558,0,521.15997,0,0.0,0.0,648,116,0.0,629.40002,0,0.0,0,0,0,0.0,292,55,0.0,120,46140,walking,58,521.16,629.4000000000001,1.558,0.5,116,422621110,-984247894,109,37.141754150390625,,,,817.0,34,2025-04-21 19:22:27,0.0,56.5,6.71,1,100.0,20,117,1560,59,116,0.0,0.0,58.0,648.0,0.0,32.0,32.0,0.0,2588.0,292
1745263348,1.586666666666667,0.7333333333333333,0.0,1.558,0,521.96002,0,0.0,0.0,652,116,0.0,629.40002,0,0.0,0,0,0,0.0,293,55,0.0,119,46254,walking,58,521.96,629.4000000000001,1.558,0.5,115,422621116,-984247758,109,37.20257568359375,,,,809.0,34,2025-04-21 19:22:28,0.0,56.5,6.62,1,100.0,20,116,1560,59,115,0.0,0.0,58.0,652.0,0.0,32.0,32.0,0.0,2588.0,293
1745263349,1.586666666666667,0.7333333333333333,0.0,1.558,0,522.96997,0,0.0,0.0,652,116,0.0,629.40002,0,0.0,0,0,0,0.0,294,55,0.0,119,46366,walking,58,522.97,629.4000000000001,1.558,0.5,114,422621129,-984247586,117,34.36166763305664,,,,797.0,34,2025-04-21 19:22:29,0.0,55.5,6.71,1,100.0,20,115,1560,59,114,0.0,0.0,58.0,652.0,0.0,32.0,32.0,0.0,2588.0,294
1745263350,1.5733333333333333,0.72,0.0,1.558,0,524.42999,0,0.0,0.0,652,116,0.0,629.40002,0,0.0,0,0,0,0.0,295,54,0.0,118,46477,walking,58,524.43,629.4000000000001,1.558,0.5,114,422621144,-984247391,125,31.97258949279785,,,,762.0,34,2025-04-21 19:22:30,0.0,55.5,6.9,1,100.0,20,114,1560,59,114,0.0,0.0,58.0,652.0,0.0,32.0,32.0,0.0,2513.0,295
1745263351,1.6133333333333333,0.72,0.0,1.53,0,525.97998,0,0.0,0.0,654,116,0.0,629.40002,0,0.0,0,0,0,0.0,296,54,0.0,121,46589,walking,58,525.98,629.4000000000001,1.53,0.5,114,422621189,-984247173,132,29.97943115234375,,,,651.0,33,2025-04-21 19:22:31,0.0,56.5,7.4,1,100.0,20,113,1532,59,114,0.0,0.0,58.0,654.0,0.0,32.0,32.0,0.0,2513.0,296
1745263352,1.6133333333333333,0.7333333333333333,0.0,1.512,0,527.26001,0,0.0,0.0,652,116,0.0,629.40002,0,0.0,0,0,0,0.0,297,55,0.0,121,46703,walking,58,527.26,629.4000000000001,1.512,0.5,115,422621225,-984247006,132,30.171777725219727,,,,670.0,34,2025-04-21 19:22:32,0.0,58.5,7.68,1,,20,114,1514,59,115,0.0,0.0,58.0,652.0,0.0,32.0,32.0,0.0,2513.0,297
1745263353,1.6,0.7333333333333333,0.0,1.502,0,528.66998,0,0.0,0.0,654,116,0.0,629.40002,0,0.0,0,0,0,0.0,298,55,0.0,120,46815,walking,58,528.67,629.4000000000001,1.502,0.5,115,422621327,-984246831,136,29.288021087646484,,,,693.0,34,2025-04-21 19:22:33,0.0,58.5,7.68,1,,20,114,1504,59,115,0.0,0.0,58.0,654.0,0.0,32.0,32.0,0.0,2513.0,298
1745263354,1.56,0.7333333333333333,0.0,1.502,0,530.21002,0,0.0,0.0,654,116,0.0,629.40002,0,0.0,0,0,0,0.0,299,55,0.0,117,46923,walking,58,530.21,629.4000000000001,1.502,0.0,116,422621379,-984246687,127,31.377471923828125,,,,703.0,34,2025-04-21 19:22:34,0.0,56.5,7.5,1,100.0,20,115,1504,59,116,0.0,0.0,58.0,654.0,0.0,32.0,32.0,0.0,2513.0,299
1745263355,1.56,0.72,0.0,1.493,0,531.62,0,0.0,0.0,654,116,0.0,629.40002,0,0.0,0,0,0,0.0,300,54,0.0,117,47029,walking,58,531.62,629.4000000000001,1.493,0.0,116,422621371,-984246484,119,33.45522689819336,,,,698.0,34,2025-04-21 19:22:35,0.0,55.5,7.5,1,,20,115,1495,59,116,0.0,0.0,58.0,654.0,0.0,32.0,32.0,0.0,2581.0,300
1745263356,1.56,0.72,0.0,1.493,0,532.90997,0,0.0,0.0,658,116,0.0,629.40002,0,0.0,0,0,0,0.0,301,54,0.0,117,47134,walking,58,532.91,629.4000000000001,1.493,0.0,116,422621379,-984246322,110,35.66798782348633,,,,700.0,34,2025-04-21 19:22:36,0.0,54.5,7.4,1,100.0,20,116,1495,59,116,0.0,0.0,58.0,658.0,0.0,32.0,32.0,0.0,2581.0,301
1745263357,1.56,0.72,0.0,1.484,0,534.03003,0,0.0,0.0,658,116,0.0,629.40002,0,0.0,0,0,0,0.0,302,54,0.0,117,47237,walking,58,534.03,629.4000000000001,1.484,0.0,116,422621372,-984246108,104,37.04831314086914,,,,713.0,34,2025-04-21 19:22:37,0.0,53.5,7.21,1,100.0,20,116,1485,59,116,0.0,0.0,58.0,658.0,0.0,32.0,32.0,0.0,2581.0,302
1745263358,1.56,0.72,0.0,1.484,0,535.54999,0,0.0,0.0,658,116,0.0,629.20001,0,0.0,0,0,0,0.0,303,54,0.0,117,47340,walking,58,535.55,629.2,1.484,0.0,115,422621412,-984245943,106,35.69651794433594,,,,713.0,34,2025-04-21 19:22:38,0.0,53.5,7.31,1,100.0,20,116,1485,59,115,0.0,0.0,58.0,658.0,0.0,32.0,32.0,0.0,2581.0,303
1745263359,1.56,0.72,0.0,1.474,0,537.06,0,0.0,0.0,658,116,0.0,629.20001,0,0.0,0,0,0,0.0,304,54,0.0,117,47443,walking,58,537.06,629.2,1.474,0.0,115,422621452,-984245782,111,33.414215087890625,,,,707.0,34,2025-04-21 19:22:39,0.0,53.5,7.4,1,100.0,20,116,1476,59,115,0.0,0.0,58.0,658.0,0.0,32.0,32.0,0.0,2704.0,304
1745263360,1.5733333333333333,0.72,0.0,1.465,0,538.71002,0,0.0,0.0,660,116,0.0,629.20001,0,0.0,0,0,0,0.0,305,54,0.0,118,47548,walking,58,538.71,629.2,1.465,0.5,115,422621530,-984245573,119,31.21819496154785,,,,700.0,34,2025-04-21 19:22:40,0.0,54.5,7.59,1,100.0,20,115,1467,59,115,0.0,0.0,58.0,660.0,0.0,32.0,32.0,0.0,2704.0,305
1745263361,1.56,0.72,0.0,1.465,0,540.09998,0,0.0,0.0,658,116,0.0,629.20001,0,0.0,0,0,0,0.0,306,54,0.0,117,47656,walking,58,540.1,629.2,1.465,0.5,115,422621570,-984245410,127,29.528657913208008,,,,702.0,34,2025-04-21 19:22:41,0.0,56.5,7.68,1,100.0,20,115,1467,59,115,0.0,0.0,58.0,658.0,0.0,32.0,32.0,0.0,2704.0,306
1745263362,1.56,0.72,0.0,1.465,0,541.89001,0,0.0,0.0,658,116,0.0,629.20001,0,0.0,0,0,0,0.0,307,54,0.0,117,47764,walking,58,541.89,629.2,1.465,0.5,116,422621591,-984245158,131,28.79883575439453,,,,708.0,34,2025-04-21 19:22:42,0.0,56.5,7.68,1,100.0,20,115,1467,59,116,0.0,0.0,58.0,658.0,0.0,32.0,32.0,0.0,2704.0,307
1745263363,1.5466666666666666,0.72,0.0,1.465,0,543.22998,0,0.0,0.0,658,116,0.0,629.20001,0,0.0,0,0,0,0.0,308,54,0.0,116,47873,walking,58,543.23,629.2,1.465,0.5,117,422621635,-984245003,125,30.84099006652832,,,,720.0,34,2025-04-21 19:22:43,0.0,57.5,7.68,1,100.0,20,116,1460,59,117,0.0,0.0,58.0,658.0,0.0,32.0,31.0,0.0,2704.0,308
1745263364,1.5733333333333333,0.72,0.0,1.465,0,544.82001,0,0.0,0.0,658,116,0.0,629.20001,0,0.0,0,0,0,0.0,309,54,0.0,118,47981,walking,58,544.82,629.2,1.465,0.0,117,422621705,-984244823,120,32.74822998046875,,,,740.0,34,2025-04-21 19:22:44,0.0,56.5,7.5,1,100.0,20,117,1460,59,117,5648.0,0.0,58.0,658.0,0.0,32.0,31.0,0.0,2704.0,309
1745263365,1.5733333333333333,0.72,0.0,1.474,0,546.38,0,0.0,0.0,656,116,0.0,629.20001,0,0.0,0,0,0,0.0,310,54,0.0,118,48089,walking,58,546.38,629.2,1.474,0.0,117,422621816,-984244622,112,35.3175048828125,,,,747.0,34,2025-04-21 19:22:45,0.0,56.5,7.4,1,100.0,20,117,1469,59,117,5648.0,0.0,58.0,656.0,0.0,32.0,31.0,0.0,2787.0,310
1745263366,1.6,0.72,0.0,1.474,0,548.19,0,0.0,0.0,654,116,0.0,629.20001,0,0.0,0,0,0,0.0,311,54,0.0,120,48198,walking,58,548.19,629.2,1.474,0.5,117,422621903,-984244411,104,37.9901123046875,,,,735.0,34,2025-04-21 19:22:46,0.0,56.5,7.68,1,100.0,20,117,1469,59,117,5648.0,0.0,58.0,654.0,0.0,32.0,31.0,0.0,2787.0,311
1745263367,1.6133333333333333,0.7333333333333333,0.0,1.474,0,550.25,0,0.0,0.0,654,118,0.0,629.20001,0,0.0,0,0,0,0.0,312,55,0.0,121,48312,walking,59,550.25,629.2,1.474,0.5,117,422621993,-984244189,99,40.47285461425781,,,,736.0,34,2025-04-21 19:22:47,1.531306266784668,59.5,7.9,1,100.0,20,117,1469,59,117,5648.0,0.0,59.0,654.0,0.0,32.0,31.0,0.0,2787.0,312
1745263368,1.6133333333333333,0.7333333333333333,0.0,1.474,0,552.03003,0,0.0,0.0,654,118,0.0,629.0,0,0.0,0,0,0,0.0,313,55,0.0,121,48428,walking,59,552.03,629.0,1.474,0.5,116,422622065,-984243984,101,39.7805290222168,,,,740.0,34,2025-04-21 19:22:48,3.350966691970825,60.5,8.0,1,,20,117,1469,59,116,5648.0,0.0,59.0,654.0,0.0,32.0,31.0,0.0,2787.0,313
1745263369,1.6266666666666667,0.7333333333333333,0.0,1.484,0,554.07001,0,0.0,0.0,650,118,0.0,629.0,0,0.0,0,0,0,0.0,314,55,0.0,122,48546,walking,59,554.07,629.0,1.484,0.5,115,422622102,-984243731,112,36.519981384277344,,,,871.0,34,2025-04-21 19:22:49,4.6008477210998535,61.5,7.68,1,100.0,20,116,1479,59,115,5648.0,0.0,59.0,650.0,0.0,32.0,31.0,0.0,2787.0,314
1745263370,1.6266666666666667,0.7333333333333333,0.0,1.493,0,555.41998,0,0.0,0.0,644,118,0.0,629.0,0,0.0,0,0,0,0.0,315,55,0.0,122,48663,walking,59,555.42,629.0,1.493,0.0,115,422622155,-984243593,113,36.78191375732422,,,,846.0,34,2025-04-21 19:22:50,4.5556206703186035,61.5,7.59,1,,20,116,1484,59,115,0.0,0.0,59.0,644.0,0.0,32.0,31.0,0.0,2764.0,315
1745263371,1.653333333333333,0.7333333333333333,0.0,1.493,0,557.03998,0,0.0,0.0,644,118,0.0,629.0,0,0.0,0,0,0,0.0,316,55,0.0,124,48779,walking,58,557.04,629.0,1.493,0.5,115,422622193,-984243387,113,36.98643493652344,,,,846.0,34,2025-04-21 19:22:51,4.534745693206787,60.5,7.31,1,100.0,20,115,1484,59,115,0.0,0.0,59.0,644.0,0.0,32.0,31.0,0.0,2764.0,316
1745263372,1.653333333333333,0.7333333333333333,0.0,1.502,0,558.91998,0,0.0,0.0,644,118,0.0,629.0,0,0.0,0,0,0,0.0,317,55,0.0,124,48894,walking,59,558.92,629.0,1.502,0.0,115,422622251,-984243167,112,37.45318603515625,,,,833.0,34,2025-04-21 19:22:52,3.231553077697754,59.5,7.31,1,100.0,20,115,1493,59,115,0.0,0.0,59.0,644.0,0.0,32.0,31.0,0.0,2764.0,317
1745263373,1.68,0.7333333333333333,0.0,1.502,0,560.60999,0,0.0,0.0,644,118,0.0,629.0,0,0.0,0,0,0,0.0,318,55,0.0,126,49010,walking,59,560.61,629.0,1.502,0.0,116,422622323,-984242964,110,38.047607421875,,,,812.0,34,2025-04-21 19:22:53,1.585076093673706,59.5,7.31,1,,20,115,1493,59,116,0.0,0.0,59.0,644.0,0.0,32.0,31.0,0.0,2764.0,318
1745263374,1.68,0.7333333333333333,0.0,1.512,0,562.13,0,0.0,0.0,648,118,0.0,629.0,0,0.0,0,0,0,0.0,319,55,0.0,126,49126,walking,59,562.13,629.0,1.512,0.0,117,422622398,-984242783,100,41.65547561645508,,,,816.0,34,2025-04-21 19:22:54,0.0,59.5,7.31,1,100.0,20,116,1503,59,117,0.0,0.0,59.0,648.0,0.0,32.0,31.0,0.0,2764.0,319
1745263375,1.6933333333333334,0.7333333333333333,0.0,1.512,0,563.59998,0,0.0,0.0,648,118,0.0,629.0,0,0.0,0,0,0,0.0,320,55,0.0,127,49242,walking,59,563.6,629.0,1.512,0.0,118,422622451,-984242582,100,41.43903732299805,,,,817.0,34,2025-04-21 19:22:55,0.0,59.5,7.31,1,100.0,20,117,1503,59,118,0.0,0.0,59.0,648.0,0.0,32.0,31.0,0.0,2787.0,320
1745263376,1.68,0.7333333333333333,0.0,1.521,0,565.20001,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,321,55,0.0,126,49359,walking,59,565.2,629.0,1.521,0.0,118,422622536,-984242369,101,41.45716094970703,,,,815.0,34,2025-04-21 19:22:56,0.0,60.5,7.31,1,100.0,20,118,1502,59,118,0.0,0.0,59.0,646.0,0.0,32.0,31.0,0.0,2787.0,321
1745263377,1.68,0.7333333333333333,0.0,1.521,0,567.03003,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,322,55,0.0,126,49476,walking,59,567.03,629.0,1.521,0.0,118,422622596,-984242155,101,41.56578826904297,,,,811.0,34,2025-04-21 19:22:57,0.0,60.5,7.31,1,100.0,20,118,1502,59,118,0.0,0.0,59.0,646.0,0.0,32.0,31.0,0.0,2787.0,322
1745263378,1.68,0.7333333333333333,0.0,1.521,0,568.65002,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,323,55,0.0,126,49591,walking,59,568.65,629.0,1.521,0.0,118,422622668,-984241958,101,41.58174133300781,,,,810.0,34,2025-04-21 19:22:58,0.0,59.5,7.21,1,100.0,20,118,1502,59,118,0.0,0.0,59.0,646.0,0.0,32.0,31.0,0.0,2787.0,323
1745263379,1.68,0.7333333333333333,0.0,1.521,0,570.20001,0,0.0,0.0,648,118,0.0,629.0,0,0.0,0,0,0,0.0,324,55,0.0,126,49706,walking,58,570.2,629.0,1.521,0.5,118,422622746,-984241779,101,41.454734802246094,,,,810.0,34,2025-04-21 19:22:59,0.0,59.5,7.12,1,100.0,20,118,1502,59,118,0.0,0.0,59.0,648.0,0.0,32.0,31.0,0.0,2921.0,324
1745263380,1.653333333333333,0.7333333333333333,0.0,1.53,0,572.0,0,0.0,0.0,652,118,0.0,629.0,0,0.0,0,0,0,0.0,325,55,0.0,124,49820,walking,58,572.0,629.0,1.53,0.5,118,422622819,-984241562,109,38.41868591308594,,,,814.0,34,2025-04-21 19:23:00,0.0,58.5,7.03,1,100.0,20,118,1512,59,118,0.0,0.0,59.0,652.0,0.0,32.0,31.0,0.0,2921.0,325
1745263381,1.64,0.7333333333333333,0.0,1.53,0,573.14001,0,0.0,0.0,650,118,0.0,629.0,0,0.0,0,0,0,0.0,326,55,0.0,123,49933,walking,58,573.14,629.0,1.53,0.5,118,422622871,-984241459,108,38.06607437133789,,,,812.0,34,2025-04-21 19:23:01,0.0,57.5,6.9,1,100.0,20,118,1512,59,118,0.0,0.0,59.0,650.0,0.0,32.0,31.0,0.0,2921.0,326
1745263382,1.64,0.7333333333333333,0.0,1.54,0,574.75,0,0.0,0.0,650,118,0.0,629.0,0,0.0,0,0,0,0.0,327,55,0.0,123,50043,walking,58,574.75,629.0,1.54,0.5,119,422622910,-984241237,108,37.51823043823242,,,,813.0,34,2025-04-21 19:23:02,0.0,55.5,6.81,1,100.0,20,118,1528,59,119,0.0,0.0,59.0,650.0,0.0,32.0,31.0,0.0,2921.0,327
1745263383,1.6266666666666667,0.7333333333333333,0.0,1.54,0,576.60999,0,0.0,0.0,650,118,0.0,629.0,0,0.0,0,0,0,0.0,328,55,0.0,122,50153,walking,58,576.61,629.0,1.54,0.5,118,422622989,-984241014,107,37.073516845703125,,,,811.0,34,2025-04-21 19:23:03,0.0,55.5,6.9,1,100.0,20,118,1528,59,118,0.0,0.0,59.0,650.0,0.0,32.0,31.0,0.0,2921.0,328
1745263384,1.6133333333333333,0.7333333333333333,0.0,1.54,0,578.28998,0,0.0,0.0,648,118,0.0,629.0,0,0.0,0,0,0,0.0,329,55,0.0,121,50264,walking,59,578.29,629.0,1.54,0.0,118,422623076,-984240816,107,36.81611251831055,,,,799.0,34,2025-04-21 19:23:04,0.0,55.5,6.9,1,100.0,20,118,1528,59,118,0.0,0.0,59.0,648.0,0.0,32.0,31.0,0.0,2921.0,329
1745263385,1.6,0.7333333333333333,0.0,1.54,0,579.90002,0,0.0,0.0,648,118,0.0,629.0,0,0.0,0,0,0,0.0,330,55,0.0,120,50375,walking,59,579.9,629.0,1.54,0.0,118,422623158,-984240631,99,39.38397216796875,,,,803.0,34,2025-04-21 19:23:05,0.0,55.5,6.9,1,100.0,20,118,1528,59,118,0.0,0.0,59.0,648.0,0.0,32.0,31.0,0.0,2971.0,330
1745263386,1.6,0.7333333333333333,0.0,1.549,0,581.47998,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,331,55,0.0,120,50487,walking,59,581.48,629.0,1.549,0.0,118,422623237,-984240437,98,39.20112609863281,,,,802.0,34,2025-04-21 19:23:06,0.0,55.5,6.9,1,100.0,20,118,1537,59,118,0.0,0.0,59.0,646.0,0.0,32.0,31.0,0.0,2971.0,331
1745263387,1.6,0.7333333333333333,0.0,1.549,0,583.0,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,332,55,0.0,120,50598,walking,59,583.0,629.0,1.549,0.0,118,422623313,-984240279,99,39.31917953491211,,,,803.0,34,2025-04-21 19:23:07,0.0,55.5,6.81,1,100.0,20,118,1537,59,118,0.0,0.0,59.0,646.0,0.0,32.0,31.0,0.0,2971.0,332
1745263388,1.6,0.7333333333333333,0.0,1.549,0,584.0,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,333,55,0.0,120,50710,walking,59,584.0,629.0,1.549,0.5,118,422623320,-984240126,100,39.47362518310547,,,,804.0,34,2025-04-21 19:23:08,0.0,55.5,6.81,1,100.0,20,118,1529,59,118,0.0,0.0,59.0,646.0,0.0,32.0,31.0,0.0,2971.0,333
1745263389,1.586666666666667,0.7333333333333333,0.0,1.558,0,585.47998,0,0.0,0.0,642,118,0.0,629.0,0,0.0,0,0,0,0.0,334,55,0.0,119,50822,walking,59,585.48,629.0,1.558,0.0,119,422623396,-984239943,100,39.58912658691406,,,,807.0,34,2025-04-21 19:23:09,0.0,55.5,6.81,1,,20,118,1538,59,119,0.0,0.0,59.0,642.0,0.0,32.0,31.0,0.0,2971.0,334
1745263390,1.586666666666667,0.7333333333333333,0.0,1.558,0,587.06,0,0.0,0.0,642,118,0.0,628.79999,0,0.0,0,0,0,0.0,335,55,0.0,119,50933,walking,59,587.06,628.8,1.558,0.0,118,422623464,-984239738,100,39.60841751098633,,,,802.0,34,2025-04-21 19:23:10,0.0,55.5,6.9,1,100.0,20,119,1538,59,118,0.0,0.0,59.0,642.0,0.0,32.0,31.0,0.0,3083.0,335
1745263391,1.586666666666667,0.7333333333333333,0.0,1.549,0,588.84998,0,0.0,0.0,642,118,0.0,628.79999,0,0.0,0,0,0,0.0,336,55,0.0,119,51044,walking,59,588.85,628.8,1.549,0.5,118,422623526,-984239517,100,39.827213287353516,,,,777.0,34,2025-04-21 19:23:11,0.0,55.5,7.12,1,100.0,20,118,1529,59,118,0.0,0.0,59.0,642.0,0.0,32.0,31.0,0.0,3083.0,336
1745263392,1.5733333333333333,0.7333333333333333,0.0,1.549,0,590.47998,0,0.0,0.0,642,118,0.0,628.79999,0,0.0,0,0,0,0.0,337,55,0.0,118,51157,walking,59,590.48,628.8,1.549,0.5,118,422623588,-984239320,100,39.96376037597656,,,,774.0,34,2025-04-21 19:23:12,0.0,56.5,7.12,1,100.0,20,118,1529,59,118,0.0,0.0,59.0,642.0,0.0,32.0,31.0,0.0,3083.0,337
1745263393,1.586666666666667,0.7333333333333333,0.0,1.549,0,592.23999,0,0.0,0.0,642,118,0.0,628.79999,0,0.0,0,0,0,0.0,338,55,0.0,119,51271,walking,59,592.24,628.8,1.549,0.5,118,422623652,-984239096,99,40.226234436035156,,,,779.0,34,2025-04-21 19:23:13,0.0,57.5,7.21,1,100.0,20,118,1529,59,118,0.0,0.0,59.0,642.0,0.0,32.0,31.0,0.0,3083.0,338
1745263394,1.6,0.7333333333333333,0.0,1.549,0,593.87,0,0.0,0.0,640,118,0.0,628.79999,0,0.0,0,0,0,0.0,339,55,0.0,120,51387,walking,59,593.87,628.8,1.549,0.5,118,422623687,-984238901,99,40.248779296875,,,,782.0,34,2025-04-21 19:23:14,0.0,58.5,7.21,1,100.0,20,118,1535,59,118,0.0,0.0,59.0,640.0,0.0,32.0,31.0,0.0,3083.0,339
1745263395,1.6133333333333333,0.7333333333333333,0.0,1.558,0,595.15002,0,0.0,0.0,640,118,0.0,628.79999,0,0.0,0,0,0,0.0,340,55,0.0,121,51502,walking,59,595.15,628.8,1.558,0.5,117,422623725,-984238719,108,37.442474365234375,,,,789.0,34,2025-04-21 19:23:15,0.0,58.5,7.12,1,100.0,20,118,1545,59,117,0.0,0.0,59.0,640.0,0.0,32.0,31.0,0.0,3197.0,340
1745263396,1.6133333333333333,0.7333333333333333,0.0,1.558,0,596.77002,0,0.0,0.0,640,118,0.0,628.79999,0,0.0,0,0,0,0.0,341,55,0.0,121,51616,walking,59,596.77,628.8,1.558,0.0,117,422623807,-984238528,108,37.51955032348633,,,,802.0,34,2025-04-21 19:23:16,0.0,57.5,7.03,1,100.0,20,117,1545,59,117,0.0,0.0,59.0,640.0,0.0,33.0,31.0,0.0,3197.0,341
1745263397,1.6133333333333333,0.7333333333333333,0.0,1.558,0,598.21997,0,0.0,0.0,640,118,0.0,628.79999,0,0.0,0,0,0,0.0,342,55,0.0,121,51728,walking,59,598.22,628.8,1.558,0.0,117,422623870,-984238351,117,34.62871170043945,,,,797.0,34,2025-04-21 19:23:17,0.0,56.5,6.9,1,100.0,20,117,1545,59,117,0.0,0.0,59.0,640.0,0.0,33.0,31.0,0.0,3197.0,342
1745263398,1.6266666666666667,0.7333333333333333,0.0,1.558,0,599.58002,0,0.0,0.0,644,118,0.0,629.0,0,0.0,0,0,0,0.0,343,55,0.0,122,51839,walking,59,599.58,629.0,1.558,0.0,117,422623917,-984238188,125,32.07311248779297,,,,802.0,34,2025-04-21 19:23:18,0.0,55.5,6.81,1,100.0,20,117,1545,59,117,7100.0,0.0,59.0,644.0,0.0,33.0,31.0,0.0,3197.0,343
1745263399,1.653333333333333,0.7333333333333333,0.0,1.558,0,600.78003,0,0.0,0.0,644,118,0.0,629.0,0,0.0,0,0,0,0.0,344,55,0.0,124,51948,walking,59,600.78,629.0,1.558,0.0,117,422623948,-984238022,132,29.962814331054688,,,,798.0,34,2025-04-21 19:23:19,0.0,54.5,6.71,1,100.0,20,117,1545,59,117,7100.0,0.0,59.0,644.0,0.0,33.0,31.0,0.0,3233.0,344
1745263400,1.68,0.7333333333333333,0.0,1.558,0,602.27002,0,0.0,0.0,648,118,0.0,629.0,0,0.0,0,0,0,0.0,345,55,0.0,126,52057,walking,59,602.27,629.0,1.558,0.0,117,422623996,-984237855,132,29.616931915283203,,,,793.0,34,2025-04-21 19:23:20,0.0,53.5,6.71,1,,20,117,1545,59,117,7100.0,0.0,59.0,648.0,0.0,33.0,31.0,0.0,3233.0,345
1745263401,1.68,0.7333333333333333,0.0,1.558,0,603.34003,0,0.0,0.0,646,118,0.0,629.0,0,0.0,0,0,0,0.0,346,55,0.0,126,52166,walking,59,603.34,629.0,1.558,0.0,117,422623964,-984237642,134,29.255332946777344,,,,787.0,34,2025-04-21 19:23:21,0.0,53.5,6.62,1,100.0,20,117,1545,59,117,7100.0,0.0,59.0,646.0,0.0,33.0,31.0,0.0,3233.0,346
1745263402,1.7066666666666668,0.7333333333333333,0.0,1.549,0,604.94,0,0.0,0.0,644,118,0.0,629.20001,0,0.0,0,0,0,0.0,347,55,0.0,128,52276,walking,59,604.94,629.2,1.549,0.0,118,422623983,-984237427,125,31.057048797607422,,,,782.0,34,2025-04-21 19:23:22,0.0,53.5,6.71,1,100.0,20,117,1535,59,118,0.0,0.0,59.0,644.0,0.0,33.0,31.0,0.0,3233.0,347
1745263403,1.7066666666666668,0.7333333333333333,0.0,1.549,0,606.46002,0,0.0,0.0,644,118,0.0,629.20001,0,0.0,0,0,0,0.0,348,55,0.0,128,52387,walking,58,606.46,629.2,1.549,0.5,117,422624002,-984237222,116,33.04848098754883,,,,760.0,34,2025-04-21 19:23:23,0.0,54.5,6.9,1,100.0,20,117,1535,59,117,0.0,0.0,59.0,644.0,0.0,33.0,31.0,0.0,3233.0,348
