Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio
1745263525,1.5866666666666667,0.72,0,1.465,0,787.06,0,0,0,680,114,0,629.40002,0,0,0,0,0,0
1745263526,1.6133333333333333,0.72,0,1.456,0,788.15997,0,0,0,680,112,0,629.40002,0,0,0,0,0,0
1745263527,1.6,0.72,0,1.446,0,789.64001,0,0,0,680,112,0,629.40002,0,0,0,0,0,0
1745263528,1.5866666666666667,0.72,0,1.437,0,791.07001,0,0,0,686,112,0,629.59998,0,0,0,0,0,0
1745263529,1.5866666666666667,0.72,0,1.437,0,792.53003,0,0,0,686,112,0,629.59998,0,0,0,0,0,0
1745263530,1.5733333333333333,0.72,0,1.437,0,794.40002,0,0,0,686,114,0,629.59998,0,0,0,0,0,0
1745263531,1.56,0.72,0,1.437,0,795.92999,0,0,0,682,114,0,629.59998,0,0,0,0,0,0
1745263532,1.5466666666666666,0.72,0,1.437,0,797.87,0,0,0,678,114,0,629.40002,0,0,0,0,0,0
1745263533,1.5333333333333334,0.72,0,1.437,0,799.88,0,0,0,678,114,0,629.59998,0,0,0,0,0,0
1745263534,1.52,0.72,0,1.437,0,801.32001,0,0,0,680,114,0,629.59998,0,0,0,0,0,0
1745263535,1.52,0.72,0,1.446,0,803.06,0,0,0,680,114,0,629.59998,0,0,0,0,0,0
1745263536,1.52,0.72,0,1.465,0,804.78998,0,0,0,680,114,0,629.40002,0,0,0,0,0,0
1745263537,1.5066666666666666,0.72,0,1.465,0,806.28998,0,0,0,680,114,0,629.40002,0,0,0,0,0,0
1745263538,1.52,0.72,0,1.474,0,807.47998,0,0,0,680,112,0,629.20001,0,0,0,0,0,0
1745263539,1.5333333333333334,0.72,0,1.484,0,808.42999,0,0,0,682,112,0,629.20001,0,0,0,0,0,0
1745263540,1.52,0.72,0,1.484,0,809.28998,0,0,0,682,112,0,629.20001,0,0,0,0,0,0
1745263541,1.52,0.72,0,1.474,0,810.38,0,0,0,684,112,0,629.20001,0,0,0,0,0,0
1745263542,1.52,0.72,0,1.465,0,811.09003,0,0,0,686,112,0,629.20001,0,0,0,0,0,0
1745263543,1.52,0.72,0,1.456,0,812.51001,0,0,0,692,112,0,629.20001,0,0,0,0,0,0
1745263544,1.5066666666666666,0.72,0,1.446,0,813.85999,0,0,0,692,112,0,629.20001,0,0,0,0,0,0
1745263545,1.4933333333333334,0.72,0,1.428,0,815.42999,0,0,0,694,112,0,629.20001,0,0,0,0,0,0
1745263546,1.4533333333333334,0.72,0,1.418,0,817.16998,0,0,0,704,112,0,629.20001,0,0,0,0,0,0
1745263547,1.44,0.72,0,1.418,0,819.04999,0,0,0,706,110,0,629.20001,0,0,0,0,0,0
1745263548,1.4133333333333333,0.72,0,1.418,0,820.90997,0,0,0,704,112,0,629.20001,0,0,0,0,0,0
1745263549,1.4,0.72,0,1.418,0,822.46997,0,0,0,704,110,0,628.79999,0,0,0,0,0,0
1745263550,1.3866666666666667,0.72,0,1.428,0,824,0,0,0,706,110,0,628.79999,0,0,0,0,0,0
1745263551,1.3866666666666667,0.72,0,1.437,0,825.37,0,0,0,706,110,0,628.79999,0,0,0,0,0,0
1745263552,1.3866666666666667,0.72,0,1.437,0,826.78003,0,0,0,708,110,0,628.59998,0,0,0,0,0,0
1745263553,1.3866666666666667,0.72,0,1.437,0,827.79999,0,0,0,704,110,0,628.59998,0,0,0,0,0,0
1745263554,1.3866666666666667,0.72,0,1.446,0,829.12,0,0,0,704,112,0,628.59998,0,0,0,0,0,0
1745263555,1.4,0.72,0,1.446,0,830.14001,0,0,0,700,112,0,628.59998,0,0,0,0,0,0
1745263556,1.4133333333333333,0.72,0,1.437,0,831.28998,0,0,0,698,112,0,628.59998,0,0,0,0,0,0
1745263557,1.44,0.72,0,1.437,0,832.97998,0,0,0,698,112,0,628.40002,0,0,0,0,0,0
1745263558,1.4533333333333334,0.72,0,1.428,0,834.72998,0,0,0,698,112,0,628.40002,0,0,0,0,0,0
1745263559,1.4666666666666666,0.72,0,1.428,0,836.33002,0,0,0,698,112,0,628.40002,0,0,0,0,0,0
1745263560,1.4666666666666666,0.72,0,1.428,0,837.91998,0,0,0,694,112,0,628.40002,0,0,0,0,0,0
1745263561,1.48,0.72,0,1.428,0,839.75,0,0,0,694,112,0,628.20001,0,0,0,0,0,0
1745263562,1.4666666666666666,0.72,0,1.428,0,841.40002,0,0,0,694,112,0,628.20001,0,0,0,0,0,0
1745263563,1.4666666666666666,0.72,0,1.437,0,842.95001,0,0,0,690,112,0,628.20001,0,0,0,0,0,0
1745263564,1.4666666666666666,0.72,0,1.437,0,844,0,0,0,692,112,0,628.20001,0,0,0,0,0,0
1745263565,1.44,0.72,0,1.446,0,844.97998,0,0,0,694,112,0,628.20001,0,0,0,0,0,0
1745263566,1.44,0.72,0,1.446,0,846.26001,0,0,0,694,112,0,628.20001,0,0,0,0,0,0
1745263567,1.4133333333333333,0.72,0,1.437,0,847.54999,0,0,0,694,112,0,628.40002,0,0,0,0,0,0
1745263568,1.4,0.72,0,1.428,0,848.90002,0,0,0,694,112,0,628.40002,0,0,0,0,0,0
1745263569,1.4,0.72,0,1.418,0,850.23999,0,0,0,694,112,0,628.40002,0,0,0,0,0,0
1745263570,1.3866666666666667,0.72,0,1.418,0,851.31,0,0,0,694,112,0,628.40002,0,0,0,0,0,0
1745263571,1.36,0.72,0,1.418,0,852.73999,0,0,0,694,112,0,628.40002,0,0,0,0,0,0
1745263572,1.3466666666666667,0.72,0,1.409,0,853.84998,0,0,0,702,112,0,628.40002,0,0,0,0,0,0
1745263573,1.3466666666666667,0.72,0,1.4,0,855.16998,0,0,0,706,112,0,628.40002,0,0,0,0,0,0
1745263574,1.36,0.72,0,1.4,0,856.45001,0,0,0,708,110,0,628.59998,0,0,0,0,0,0
1745263575,1.36,0.72,0,1.4,0,857.66998,0,0,0,712,110,0,628.59998,0,0,0,0,0,0
1745263576,1.3466666666666667,0.72,0,1.39,0,859.14001,0,0,0,712,110,0,628.59998,0,0,0,0,0,0
1745263577,1.36,0.72,0,1.39,0,860.41998,0,0,0,714,110,0,628.59998,0,0,0,0,0,0
1745263578,1.3733333333333333,0.72,0,1.381,0,861.66998,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263579,1.3733333333333333,0.72,0,1.381,0,862.84998,0,0,0,712,110,0,628.59998,0,0,0,0,0,0
1745263580,1.3733333333333333,0.72,0,1.381,0,864.37,0,0,0,712,110,0,628.59998,0,0,0,0,0,0
1745263581,1.36,0.7066666666666667,0,1.372,0,865.46997,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263582,1.3866666666666667,0.7066666666666667,0,1.372,0,866.67999,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263583,1.4,0.72,0,1.372,0,868.03003,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263584,1.3733333333333333,0.7066666666666667,0,1.362,0,869.12,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263585,1.4,0.7066666666666667,0,1.362,0,870.32001,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263586,1.3866666666666667,0.7066666666666667,0,1.362,0,871.62,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263587,1.3733333333333333,0.7066666666666667,0,1.353,0,872.76001,0,0,0,716,110,0,628.59998,0,0,0,0,0,0
1745263588,1.3733333333333333,0.7066666666666667,0,1.344,0,874.04999,0,0,0,718,110,0,628.59998,0,0,0,0,0,0
1745263589,1.3733333333333333,0.7066666666666667,0,1.344,0,875.40997,0,0,0,718,110,0,628.79999,0,0,0,0,0,0
1745263590,1.3733333333333333,0.7066666666666667,0,1.344,0,876.65997,0,0,0,718,110,0,628.79999,0,0,0,0,0,0
1745263591,1.3733333333333333,0.7066666666666667,0,1.334,0,878.09998,0,0,0,718,110,0,628.79999,0,0,0,0,0,0
1745263592,1.3733333333333333,0.7066666666666667,0,1.334,0,879.5,0,0,0,716,110,0,628.79999,0,0,0,0,0,0
1745263593,1.3866666666666667,0.7066666666666667,0,1.334,0,880.97998,0,0,0,712,110,0,628.79999,0,0,0,0,0,0
1745263594,1.3733333333333333,0.7066666666666667,0,1.334,0,882.34998,0,0,0,712,110,0,628.79999,0,0,0,0,0,0
1745263595,1.3733333333333333,0.7066666666666667,0,1.334,0,883.59998,0,0,0,714,110,0,628.79999,0,0,0,0,0,0
1745263596,1.4,0.7066666666666667,0,1.334,0,884.89001,0,0,0,712,110,0,628.79999,0,0,0,0,0,0
1745263597,1.4133333333333333,0.72,0,1.334,0,886.19,0,0,0,706,110,0,628.79999,0,0,0,0,0,0
1745263598,1.44,0.72,0,1.334,0,887.84998,0,0,0,704,110,0,628.79999,0,0,0,0,0,0
1745263599,1.44,0.72,0,1.334,0,889.76001,0,0,0,704,110,0,628.79999,0,0,0,0,0,0
1745263600,1.4666666666666666,0.72,0,1.334,0,892.46997,0,0,0,702,110,0,628.79999,0,49.31,0,0,0,0
1745263601,2.2133333333333334,0.7466666666666667,0,1.334,0,896.28003,0,0,0,590,124,0,628.79999,0,48.78,0,0,0,0
1745263602,3.066666666666667,0.7733333333333333,0,1.362,0,900.70001,0,14.75,0.19666666666666666,590,142,4.125,628.79999,0,48.65,0,0,0,7.167804827190743
1745263603,4.026666666666666,0.8133333333333334,0.013333333333333334,1.362,0,905.96002,0,14.375,0.19166666666666668,456,178,4.375,629,0,48.75,0,0,0,9.529514267044217
1745263604,4.96,0.8133333333333334,0.09333333333333334,3.704,0,912.44,0,14.375,0.19166666666666668,250,178,4.375,629.20001,0,47.96,0,0,0,3.5040927803674693
1745263605,5.733333333333333,0.8133333333333334,0.14666666666666667,4.609,0,918.82001,0,14.375,0.19166666666666668,158,178,4.375,629.20001,0,47.5,0,0,0,2.8160401647785784
1745263606,5.986666666666666,0.8666666666666667,0.2,5.235,0,925.16998,0,15.375,0.205,148,234,4.625,629.40002,0,47.4,0,0,0,3.445552815668512
1745263607,6.1466666666666665,0.88,0.2,5.617,0,930.51001,0,15.625,0.20833333333333334,148,234,4.75,629.59998,0,47.4,0,0,0,3.2980156360657102
1745263608,6.173333333333333,0.88,0.25333333333333335,5.85,0,936.29999,0,15.625,0.20833333333333334,142,234,4.75,629.79999,0,47.5,0,0,0,3.1666666666666665
1745263609,6.16,0.88,0.22666666666666666,5.636,0,943.69,0,15.625,0.20833333333333334,140,234,4.75,630.20001,0,48.15,0,0,0,3.286901524430328
1745263610,6.213333333333333,0.8666666666666667,0.22666666666666666,5.636,0,950.58002,0,16,0.21333333333333335,138,236,4.75,630.40002,0,48.15,0,0,0,3.3150019541064153
1745263611,6.333333333333333,0.8666666666666667,0.24,5.636,0,957.03003,0,16,0.21333333333333335,140,236,4.75,630.40002,0,48.06,0,0,0,3.3150019541064153
1745263612,6.346666666666667,0.88,0.24,6.625,0,963,0,15.5,0.20666666666666667,140,234,4.75,630.40002,0,48.31,0,0,0,2.7962230385231233
1745263613,6.133333333333334,0.8933333333333333,0.2,6.625,0,969.62,0,14.875,0.19833333333333333,140,230,4.875,630.40002,0,48.75,0,0,0,2.8207561362295026
1745263614,6.013333333333334,0.8933333333333333,0.16,6.429,0,976.46002,0,14.875,0.19833333333333333,144,230,4.875,630.40002,0,48.87,0,0,0,2.9067514146190216
1745263615,5.96,0.8933333333333333,0.18666666666666668,6.429,0,982.60999,0,14.75,0.19666666666666666,148,230,4.875,630.20001,0,49.21,0,0,0,2.9067514146190216
1745263616,5.8933333333333335,0.8933333333333333,0.17333333333333334,6.457,0,988.62,0,14.75,0.19666666666666666,148,230,4.875,630.20001,0,49.53,0,0,0,2.8941541055431212
1745263617,5.8933333333333335,0.88,0.17333333333333334,6.457,0,994.95001,0,14.25,0.19,148,230,4.75,630.40002,0,49.53,0,0,0,2.8199450259138104
1745263618,6.1066666666666665,0.88,0.17333333333333334,6.289,0,1001.5,0,14.375,0.19166666666666668,148,230,4.875,630.40002,0,49.75,0,0,0,2.9714557390239
1745263619,6.12,0.88,0.18666666666666668,6.28,0,1006.83002,0,14.375,0.19166666666666668,146,230,4.875,630.20001,0,49.75,0,0,0,2.975718139977781
1745263620,6.04,0.8933333333333333,0.13333333333333333,6.28,0,1011.54999,0,15.125,0.20166666666666666,146,228,4.875,630.20001,0,49.75,0,0,0,2.9498435826531044
1745263621,5.586666666666667,0.9333333333333333,0.10666666666666667,6.28,0,1015.34998,0,15.125,0.20166666666666666,156,214,5.75,630,0,49.53,0,0,0,3.2656538406928863
1745263622,5.1466666666666665,0.96,0.10666666666666667,6.018,0,1017.27002,0,14.625,0.195,156,206,6.125,629.59998,0,49.53,0,0,0,3.4943690738353053
1745263623,5.1466666666666665,1,0.10666666666666667,4.684,0,1018.91998,0,14.125,0.18833333333333332,156,192,6.625,629.59998,0,49.43,0,0,0,4.526046114432109
1745263624,4.64,1,0.05333333333333334,4.684,0,1020.78003,0,14.125,0.18833333333333332,188,192,6.625,629.59998,0,49.43,0,0,0,4.526046114432109
1745263625,4.1066666666666665,0.96,0.05333333333333334,2.454,0,1022.5,0,14.375,0.19166666666666668,188,164,7.25,629.59998,0,49.28,0,0,0,8.075295165961238
1745263626,3.6533333333333333,0.96,0.05333333333333334,2.454,0,1024.33997,0,14.375,0.19166666666666668,188,164,7.25,629.59998,0,49.09,0,0,0,8.075295165961238
1745263627,3.1333333333333333,0.92,0.05333333333333334,2.156,0,1025.93994,0,14.25,0.19,188,142,8.125,629.59998,0,49.09,0,0,0,8.918868483737473
1745263628,2.6666666666666665,0.92,0.013333333333333334,2.156,0,1027.69995,0,14.25,0.19,446,142,8.125,629.59998,0,0,0,0,0,8.918868483737473
1745263629,2.32,0.9066666666666666,0.013333333333333334,2.072,0,1029.56995,0,13.5,0.18,506,134,8.375,629.59998,0,0,0,0,0,9.027119082521342
1745263630,2.026666666666667,0.9066666666666666,0,1.848,0,1030.91003,0,13.5,0.18,562,134,8.375,629.59998,0,0,0,0,0,10.121335170280135
1745263631,1.8,0.8133333333333334,0,1.848,0,1032.18994,0,0,0,562,120,0,629.59998,0,49.09,0,0,0,0
1745263632,1.6,0.7733333333333333,0,1.811,0,1033.57996,0,0,0,614,116,0,629.59998,0,0,0,0,0,0
1745263633,1.4933333333333334,0.7733333333333333,0,1.54,0,1034.42004,0,0,0,658,116,0,629.59998,0,0,0,0,0,0
1745263634,1.48,0.72,0,1.41,0,1035.32996,0,0,0,676,114,0,629.59998,0,0,0,0,0,0
1745263635,1.4933333333333334,0.72,0,1.4,0,1036.55005,0,0,0,674,114,0,629.79999,0,0,0,0,0,0
1745263636,1.4933333333333334,0.72,0,0.999,0,1037.58997,0,0,0,674,114,0,629.79999,0,0,0,0,0,0
1745263637,1.5066666666666666,0.72,0,1.046,0,1038.81006,0,0,0,676,114,0,629.59998,0,0,0,0,0,0
1745263638,1.5066666666666666,0.72,0,1.046,0,1040.14001,0,0,0,672,114,0,629.59998,0,0,0,0,0,0
1745263639,1.4933333333333334,0.72,0,1.111,0,1041.34998,0,0,0,670,114,0,629.59998,0,0,0,0,0,0
1745263640,1.4933333333333334,0.72,0,1.111,0,1042.73999,0,0,0,676,114,0,629.59998,0,0,0,0,0,0
1745263641,1.4666666666666666,0.72,0,1.167,0,1044.02002,0,0,0,676,114,0,629.40002,0,0,0,0,0,0
1745263642,1.4533333333333334,0.72,0,1.186,0,1045.46997,0,0,0,684,114,0,629.40002,0,0,0,0,0,0
1745263643,1.4266666666666667,0.72,0,1.214,0,1047.12,0,0,0,684,112,0,629.40002,0,0,0,0,0,0
1745263644,1.4266666666666667,0.72,0,1.251,0,1048.19995,0,0,0,688,112,0,629.20001,0,0,0,0,0,0
1745263645,1.4266666666666667,0.72,0,1.251,0,1049.81006,0,0,0,688,112,0,629.20001,0,0,0,0,0,0
1745263646,1.44,0.72,0,1.269,0,1051.68994,0,0,0,686,112,0,629.20001,0,0,0,0,0,0
1745263647,1.4533333333333334,0.72,0,1.306,0,1053.47998,0,0,0,682,112,0,629.20001,0,0,0,0,0,0
1745263648,1.4533333333333334,0.72,0,1.306,0,1055.09998,0,0,0,682,112,0,629.20001,0,0,0,0,0,0
1745263649,1.48,0.72,0,1.372,0,1056.57996,0,0,0,682,114,0,629.20001,0,0,0,0,0,0
1745263650,1.4933333333333334,0.72,0,1.409,0,1058.32996,0,0,0,680,114,0,629.20001,0,0,0,0,0,0
1745263651,1.5066666666666666,0.72,0,1.437,0,1059.93005,0,0,0,672,114,0,629.20001,0,0,0,0,0,0
1745263652,1.5333333333333334,0.72,0,1.437,0,1061.43994,0,0,0,668,114,0,629.20001,0,0,0,0,0,0
1745263653,1.5466666666666666,0.72,0,1.465,0,1062.82996,0,0,0,668,116,0,629.20001,0,0,0,0,0,0
1745263654,1.56,0.72,0,1.474,0,1064.08997,0,0,0,662,116,0,629.20001,0,0,0,0,0,0
1745263655,1.5866666666666667,0.72,0,1.474,0,1065.48999,0,0,0,658,116,0,629.20001,0,0,0,0,0,0
1745263656,1.5866666666666667,0.72,0,1.474,0,1066.64001,0,0,0,656,116,0,629.20001,0,0,0,0,0,0
1745263657,1.5866666666666667,0.72,0,1.465,0,1067.79004,0,0,0,652,116,0,629.20001,0,0,0,0,0,0
1745263658,1.5866666666666667,0.72,0,1.456,0,1069.17004,0,0,0,652,116,0,629.20001,0,0,0,0,0,0
1745263659,1.5866666666666667,0.72,0,1.456,0,1070.26001,0,0,0,652,116,0,629.20001,0,0,0,0,0,0
1745263660,1.5866666666666667,0.72,0,1.437,0,1071.80005,0,0,0,652,116,0,629.20001,0,0,0,0,0,0
1745263661,1.5733333333333333,0.72,0,1.437,0,1073.19995,0,0,0,656,116,0,629.20001,0,0,0,0,0,0
1745263662,1.56,0.72,0,1.428,0,1074.60999,0,0,0,656,116,0,629.20001,0,0,0,0,0,0
1745263663,1.56,0.72,0,1.418,0,1075.85999,0,0,0,660,116,0,629.20001,0,0,0,0,0,0
1745263664,1.56,0.72,0,1.418,0,1077.18994,0,0,0,662,116,0,629.20001,0,0,0,0,0,0
1745263665,1.56,0.72,0,1.418,0,1078.83997,0,0,0,662,116,0,629.20001,0,0,0,0,0,0
1745263666,1.5733333333333333,0.72,0,1.409,0,1080.48999,0,0,0,660,116,0,629,0,0,0,0,0,0
1745263667,1.5733333333333333,0.72,0,1.409,0,1082.27002,0,0,0,660,116,0,629,0,0,0,0,0,0
1745263668,1.5866666666666667,0.72,0,1.409,0,1083.65002,0,0,0,656,116,0,629,0,0,0,0,0,0
1745263669,1.5733333333333333,0.72,0,1.418,0,1084.93005,0,0,0,656,116,0,629,0,0,0,0,0,0
1745263670,1.5866666666666667,0.72,0,1.418,0,1087.37,0,0,0,656,116,0,629,0,0,0,0,0,0
1745263671,1.5866666666666667,0.72,0,1.418,0,1089.28003,0,0,0,656,116,0,629,0,0,0,0,0,0
1745263672,1.6,0.72,0,1.446,0,1091.17004,0,0,0,656,116,0,628.79999,0,0,0,0,0,0
1745263673,1.6,0.72,0,1.446,0,1093.03003,0,0,0,656,116,0,628.79999,0,0,0,0,0,0
1745263674,1.6133333333333333,0.72,0,1.456,0,1095.01001,0,0,0,654,116,0,628.79999,0,0,0,0,0,0
1745263675,1.6266666666666667,0.72,0,1.474,0,1096.60999,0,0,0,654,116,0,628.79999,0,0,0,0,0,0
1745263676,1.6,0.72,0,1.484,0,1097.18005,0,0,0,654,116,0,628.79999,0,0,0,0,0,0
1745263677,1.6,0.72,0,1.493,0,1098.10999,0,0,0,654,114,0,628.79999,0,0,0,0,0,0
1745263678,1.5866666666666667,0.72,0,1.493,0,1099.21997,0,0,0,654,114,0,628.79999,0,0,0,0,0,0
1745263679,1.5733333333333333,0.72,0,1.465,0,1100.68005,0,0,0,670,114,0,628.79999,0,0,0,0,0,0
1745263680,1.56,0.72,0,1.465,0,1101.79004,0,0,0,672,114,0,628.79999,0,0,0,0,0,0
1745263681,1.5333333333333334,0.72,0,1.446,0,1103.06006,0,0,0,672,114,0,628.79999,0,0,0,0,0,0
1745263682,1.5333333333333334,0.72,0,1.437,0,1104.75,0,0,0,670,114,0,628.79999,0,0,0,0,0,0
1745263683,1.52,0.72,0,1.428,0,1105.84998,0,0,0,670,114,0,628.79999,0,0,0,0,0,0
1745263684,1.4933333333333334,0.72,0,1.428,0,1107.21997,0,0,0,670,114,0,628.79999,0,0,0,0,0,0
1745263685,1.5066666666666666,0.72,0,1.409,0,1108.42004,0,0,0,670,114,0,628.59998,0,0,0,0,0,0
1745263686,1.5066666666666666,0.72,0,1.409,0,1110.22998,0,0,0,676,114,0,628.59998,0,0,0,0,0,0
1745263687,1.4933333333333334,0.72,0,1.409,0,1112.06995,0,0,0,674,114,0,628.59998,0,0,0,0,0,0
1745263688,1.4933333333333334,0.72,0,1.409,0,1113.55005,0,0,0,670,114,0,628.40002,0,0,0,0,0,0
1745263689,1.4933333333333334,0.72,0,1.409,0,1115.03003,0,0,0,670,114,0,628.40002,0,0,0,0,0,0
1745263690,1.4933333333333334,0.72,0,1.428,0,1116.72998,0,0,0,662,116,0,628.40002,0,0,0,0,0,0
1745263691,1.4666666666666666,0.72,0,1.428,0,1118.91003,0,0,0,662,116,0,628.40002,0,0,0,0,0,0
1745263692,1.4533333333333334,0.72,0,1.428,0,1120.91003,0,0,0,660,114,0,628.20001,0,0,0,0,0,0
1745263693,1.44,0.72,0,1.456,0,1122.76001,0,0,0,660,114,0,628.20001,0,0,0,0,0,0
1745263694,1.4266666666666667,0.72,0,1.456,0,1124.73999,0,0,0,662,114,0,628.20001,0,0,0,0,0,0
1745263695,1.4533333333333334,0.72,0,1.474,0,1126.33997,0,0,0,658,114,0,628.20001,0,0,0,0,0,0
1745263696,1.4533333333333334,0.72,0,1.484,0,1127.82996,0,0,0,654,116,0,628.20001,0,0,0,0,0,0
1745263697,1.4666666666666666,0.72,0,1.502,0,1129.45996,0,0,0,656,116,0,628.20001,0,0,0,0,0,0
1745263698,1.4666666666666666,0.72,0,1.512,0,1130.83997,0,0,0,656,116,0,628.20001,0,0,0,0,0,0
1745263699,1.48,0.72,0,1.512,0,1132.28003,0,0,0,658,116,0,628,0,0,0,0,0,0
1745263700,1.48,0.72,0,1.512,0,1133.75,0,0,0,658,116,0,628,0,0,0,0,0,0
1745263701,1.4933333333333334,0.72,0,1.512,0,1134.93994,0,0,0,662,116,0,628,0,0,0,0,0,0
1745263702,1.5066666666666666,0.72,0,1.512,0,1136.19995,0,0,0,662,114,0,628,0,0,0,0,0,0
1745263703,1.52,0.72,0,1.512,0,1137.28003,0,0,0,662,114,0,628,0,0,0,0,0,0
1745263704,1.52,0.72,0,1.502,0,1138.31995,0,0,0,668,114,0,628,0,0,0,0,0,0
1745263705,1.5066666666666666,0.72,0,1.493,0,1139.26001,0,0,0,672,114,0,628,0,0,0,0,0,0
1745263706,1.5066666666666666,0.72,0,1.474,0,1140.30005,0,0,0,678,114,0,628,0,0,0,0,0,0
1745263707,1.5066666666666666,0.72,0,1.456,0,1141.95996,0,0,0,678,114,0,628,0,0,0,0,0,0
1745263708,1.5066666666666666,0.72,0,1.446,0,1143.25,0,0,0,678,114,0,628,0,0,0,0,0,0
1745263709,1.5466666666666666,0.72,0,1.428,0,1144.75,0,0,0,678,114,0,628,0,0,0,0,0,0
1745263710,1.5466666666666666,0.72,0,1.428,0,1146.53003,0,0,0,674,114,0,628,0,0,0,0,0,0
1745263711,1.56,0.72,0,1.428,0,1148.43994,0,0,0,672,114,0,628,0,0,0,0,0,0
1745263712,1.5733333333333333,0.72,0,1.418,0,1150.59998,0,0,0,672,114,0,628.20001,0,0,0,0,0,0
1745263713,1.6,0.72,0,1.428,0,1152.33997,0,0,0,672,114,0,628.20001,0,0,0,0,0,0
1745263714,1.5866666666666667,0.72,0,1.446,0,1154.20996,0,0,0,672,114,0,628.20001,0,0,0,0,0,0
1745263715,1.6133333333333333,0.72,0,1.465,0,1156.09998,0,0,0,672,116,0,628.20001,0,0,0,0,0,0
1745263716,1.6266666666666667,0.72,0.013333333333333334,1.474,0,1157.93994,0,0,0,662,116,0,628.20001,0,0,0,0,0,0
1745263717,1.6133333333333333,0.72,0.013333333333333334,1.484,0,1159.77002,0,0,0,662,116,0,628.20001,0,0,0,0,0,0
1745263718,1.6266666666666667,0.72,0.013333333333333334,1.502,0,1161.63,0,0,0,662,116,0,628.20001,0,0,0,0,0,0
1745263719,1.6,0.72,0.013333333333333334,1.521,0,1163.45996,0,0,0,668,116,0,628.20001,0,0,0,0,0,0
1745263720,1.6,0.72,0.013333333333333334,1.53,0,1164.52002,0,0,0,668,114,0,628.20001,0,0,0,0,0,0
1745263721,1.6,0.72,0.013333333333333334,1.549,0,1165.96997,0,0,0,670,114,0,628.20001,0,0,0,0,0,0
1745263722,1.6133333333333333,0.72,0.013333333333333334,1.558,0,1167.43005,0,0,0,670,114,0,628,0,0,0,0,0,0
1745263723,1.6,0.72,0.013333333333333334,1.558,0,1169.03003,0,0,0,670,116,0,628,0,0,0,0,0,0
1745263724,1.5733333333333333,0.72,0,1.558,0,1170.43005,0,0,0,670,116,0,628,0,0,0,0,0,0
1745263725,1.5733333333333333,0.72,0,1.558,0,1171.60999,0,0,0,670,116,0,628,0,0,0,0,0,0
1745263726,1.5733333333333333,0.72,0,1.568,0,1172.80005,0,0,0,670,114,0,628,0,0,0,0,0,0
1745263727,1.5466666666666666,0.72,0,1.558,0,1174.02002,0,0,0,670,114,0,628,0,0,0,0,0,0
1745263728,1.56,0.72,0,1.549,0,1175.55005,0,0,0,664,116,0,628,0,0,0,0,0,0
1745263729,1.56,0.72,0,1.54,0,1177.07996,0,0,0,664,116,0,628,0,0,0,0,0,0
1745263730,1.56,0.72,0,1.54,0,1178.25,0,0,0,664,116,0,628,0,0,0,0,0,0
1745263731,1.5466666666666666,0.72,0,1.54,0,1179.34998,0,0,0,662,116,0,628,0,0,0,0,0,0
1745263732,1.5466666666666666,0.72,0,1.53,0,1180.32996,0,0,0,662,116,0,628,0,0,0,0,0,0
1745263733,1.5466666666666666,0.72,0,1.53,0,1181.35999,0,0,0,662,116,0,628,0,0,0,0,0,0
1745263734,1.56,0.72,0,1.521,0,1182.89001,0,0,0,662,114,0,627.79999,0,0,0,0,0,0
1745263735,1.5866666666666667,0.72,0,1.512,0,1184.56995,0,0,0,662,114,0,627.79999,0,0,0,0,0,0
1745263736,1.5866666666666667,0.72,0,1.502,0,1186.27002,0,0,0,664,114,0,627.79999,0,0,0,0,0,0
1745263737,1.6,0.72,0,1.502,0,1188.21997,0,0,0,662,116,0,627.79999,0,0,0,0,0,0
1745263738,1.5866666666666667,0.72,0,1.502,0,1190.03003,0,0,0,666,114,0,627.79999,0,0,0,0,0,0
1745263739,1.56,0.72,0,1.502,0,1191.70996,0,0,0,666,114,0,627.79999,0,0,0,0,0,0
1745263740,1.56,0.72,0,1.512,0,1193.31006,0,0,0,666,116,0,627.79999,0,0,0,0,0,0
1745263741,1.56,0.72,0,1.521,0,1194.68994,0,0,0,666,116,0,627.79999,0,0,0,0,0,0
1745263742,1.5733333333333333,0.72,0,1.521,0,1196.01001,0,0,0,666,116,0,627.79999,0,0,0,0,0,0
1745263743,1.56,0.72,0,1.521,0,1197.46997,0,0,0,666,116,0,627.79999,0,0,0,0,0,0
1745263744,1.56,0.72,0,1.521,0,1199.19995,0,0,0,666,116,0,627.79999,0,0,0,0,0,0
1745263745,1.5466666666666666,0.72,0,1.521,0,1200.81995,0,0,0,664,116,0,627.79999,0,0,0,0,0,0
